source,target,score
ADCY3,ENTPD2,0.902
ADCY3,GNAS,0.948
ADCY3,GNB1,0.935
ADCY3,GNG13,0.937
ADCY3,GNG7,0.902
ADCY3,KCNQ1,0.913
ADCY3,PRKACA,0.968
ADCY3,PRKACB,0.947
ADCY3,PRKCD,0.905
ADCY3,RAPGEF4,0.933
ADCY3,RGS2,0.963
ADCY3,SLC12A2,0.914
ADCY5,ADCY6,0.96
ADCY5,AKAP5,0.982
ADCY5,CNR1,0.922
ADCY5,ENTPD2,0.911
ADCY5,GNAI1,0.955
ADCY5,GNAI2,0.933
ADCY5,GNAI3,0.933
ADCY5,GNAS,0.981
ADCY5,MTNR1B,0.911
ADCY5,PKD2,0.932
ADCY5,PRKACA,0.983
ADCY5,PRKACB,0.974
ADCY5,PRKCD,0.913
ADCY5,RAPGEF4,0.955
ADCY6,ADCY8,0.912
ADCY6,AKAP5,0.909
ADCY6,CNR1,0.906
ADCY6,ENTPD2,0.906
ADCY6,GNAI1,0.936
ADCY6,GNAI2,0.931
ADCY6,GNAI3,0.929
ADCY6,GNAS,0.97
ADCY6,PRKCD,0.904
ADCY6,RAPGEF4,0.971
ADCY8,CALM3,0.995
ADCY8,CNR1,0.919
ADCY8,ENTPD2,0.91
ADCY8,GNAS,0.949
ADCY8,PRKACA,0.971
ADCY8,PRKACB,0.955
ADCY8,PRKCA,0.91
ADCY8,PRKCD,0.906
ADCY8,RAPGEF4,0.971
ADCYAP1,ADCYAP1R1,0.999
ADCYAP1,ADORA2A,0.912
ADCYAP1,ADRB1,0.916
ADCYAP1,DRD1,0.921
ADCYAP1,DRD5,0.909
ADCYAP1,FSHR,0.929
ADCYAP1,GHRH,0.908
ADCYAP1,GIPR,0.956
ADCYAP1,GLP1R,0.949
ADCYAP1,GNAS,0.906
ADCYAP1,GNG2,0.901
ADCYAP1,HTR6,0.915
ADCYAP1,LHCGR,0.906
ADCYAP1,MC2R,0.912
ADCYAP1,NPR1,0.914
ADCYAP1,PTGER2,0.9
ADCYAP1,SCT,0.957
ADCYAP1,SCTR,0.906
ADCYAP1,TSHR,0.914
ADCYAP1,VIPR1,0.999
ADCYAP1,VIPR2,0.999
ADCYAP1R1,GNAS,0.967
ADCYAP1R1,GNB1,0.959
ADCYAP1R1,GNG2,0.909
ADD2,ANK2,0.979
ADD2,ANK3,0.96
ADD2,DMTN,0.996
ADD2,EPB41,0.993
ADD2,GYPC,0.902
ADD2,TMOD1,0.948
ADGRA2,LRP5,0.908
ADGRG1,GNA12,0.965
ADGRG1,GNA13,0.978
ADGRG1,GNB1,0.942
ADGRG1,GNG2,0.943
ADGRL3,FLRT3,0.999
ADGRL3,GNB1,0.967
ADGRL3,GNB2,0.967
ADGRL3,GNB3,0.967
ADGRL3,GNB4,0.967
ADGRL3,GNB5,0.967
ADGRL3,UNC5D,0.987
ADGRL3,VEGFB,0.969
ADGRV1,CDH23,0.97
ADGRV1,MYO7A,0.944
ADGRV1,PCDH15,0.929
ADGRV1,PDZD7,0.997
ADGRV1,USH1C,0.99
ADGRV1,USH1G,0.964
ADGRV1,USH2A,0.996
ADGRV1,WHRN,0.999
ADH1A,ADH1B,0.989
ADH1A,ADH1C,0.983
ADH1A,ALDH2,0.975
ADH1A,COMT,0.913
ADH1A,CYP2E1,0.963
ADH1A,DGAT1,0.919
ADH1A,MAOA,0.933
ADH1A,MAOB,0.928
ADH1B,ADH1C,0.986
ADH1B,ALDH2,0.995
ADH1B,COMT,0.936
ADH1B,CYP2E1,0.988
ADH1B,DGAT1,0.905
ADH1B,MAOA,0.946
ADH1B,MAOB,0.934
ADH1C,ALDH2,0.989
ADH1C,COMT,0.927
ADH1C,CYP2E1,0.965
ADH1C,DGAT1,0.905
ADH1C,MAOA,0.936
ADH1C,MAOB,0.931
ADIPOQ,ADIPOR1,0.999
ADIPOQ,CEBPA,0.942
ADIPOQ,CEBPB,0.904
ADIPOQ,INS,0.961
ADIPOQ,LEP,0.994
ADIPOQ,PPARA,0.914
ADIPOQ,PPARG,0.965
ADIPOQ,PPARGC1A,0.944
ADIPOQ,RETN,0.967
ADIPOR1,APPL1,0.999
ADIPOR1,LEP,0.949
ADM,ADM2,0.925
ADM,CALCA,0.982
ADM,CALCR,0.991
ADM,CALCRL,0.999
ADM,RAMP1,0.998
ADM,RAMP2,0.999
ADM,RAMP3,0.999
ADM2,CALCRL,0.999
ADM2,RAMP1,0.951
ADM2,RAMP2,0.924
ADM2,RAMP3,0.994
ADNP,CHD4,0.991
ADORA1,ADORA3,0.907
ADORA1,GNAI1,0.931
ADORA1,GNAI2,0.994
ADORA1,GNAI3,0.92
ADORA1,GNB1,0.941
ADORA2A,ADORA2B,0.937
ADORA2A,CNR1,0.956
ADORA2A,DRD2,0.997
ADORA2A,GCG,0.916
ADORA2A,GNAQ,0.959
ADORA2A,GNAS,0.995
ADORA2A,GNB1,0.928
ADORA2A,GRM5,0.976
ADORA2A,NTRK2,0.94
ADORA2B,GNAQ,0.922
ADORA2B,GNAS,0.954
ADORA3,GNAI1,0.92
ADORA3,GNAI2,0.922
ADORA3,GNAI3,0.91
ADRA1A,ADRA1B,0.957
ADRA1A,ADRA1D,0.909
ADRA1A,GNA11,0.969
ADRA1A,GNA12,0.968
ADRA1A,GNA13,0.968
ADRA1A,GNAQ,0.987
ADRA1B,ADRA1D,0.949
ADRA1B,GNA11,0.927
ADRA1B,GNA12,0.925
ADRA1B,GNA13,0.92
ADRA1B,GNAQ,0.976
ADRA1D,GNA11,0.961
ADRA1D,GNA12,0.96
ADRA1D,GNA13,0.961
ADRA1D,GNAQ,0.983
ADRA2A,GNA11,0.914
ADRA2A,GNA12,0.924
ADRA2A,GNA13,0.918
ADRA2A,GNAO1,0.956
ADRA2A,GNAQ,0.959
ADRA2A,GNB1,0.978
ADRA2A,GNG2,0.932
ADRA2B,GNA11,0.91
ADRA2B,GNA12,0.909
ADRA2B,GNA13,0.909
ADRA2B,GNAQ,0.925
ADRA2C,GNA11,0.914
ADRA2C,GNA12,0.912
ADRA2C,GNA13,0.912
ADRA2C,GNAQ,0.953
ADRB1,ADRB2,0.956
ADRB1,ADRB3,0.907
ADRB1,ARRB1,0.966
ADRB1,DLG4,0.953
ADRB1,GCG,0.927
ADRB1,GNAI1,0.923
ADRB1,GNAI2,0.923
ADRB1,GNAI3,0.921
ADRB1,GNAS,0.979
ADRB2,ADRB3,0.94
ADRB2,AKAP12,0.983
ADRB2,ARRB1,0.999
ADRB2,ARRB2,0.999
ADRB2,ARRDC3,0.934
ADRB2,CACNA1C,0.937
ADRB2,GNAI1,0.949
ADRB2,GNAI2,0.948
ADRB2,GNAI3,0.925
ADRB2,GNAS,0.993
ADRB2,GRK2,0.983
ADRB2,GRK5,0.91
ADRB2,GRK6,0.922
ADRB2,SLC9A3R1,0.997
ADRB2,SNX27,0.958
ADRB2,SRC,0.955
ADRB2,USP20,0.926
ADRB2,USP33,0.926
ADRB3,GNAI1,0.915
ADRB3,GNAI2,0.912
ADRB3,GNAI3,0.914
ADRB3,GNAS,0.941
AEBP2,ASXL1,0.917
AEBP2,BAP1,0.9
AEBP2,BMI1,0.928
AEBP2,CBX2,0.938
AEBP2,CBX4,0.928
AEBP2,CBX6,0.929
AEBP2,CBX8,0.931
AEBP2,EED,0.999
AEBP2,EZH2,0.999
AEBP2,H2AC18,0.905
AEBP2,HDAC2,0.921
AEBP2,PCGF1,0.952
AEBP2,PCGF2,0.943
AEBP2,PCGF3,0.941
AEBP2,PCGF5,0.929
AEBP2,PCGF6,0.946
AEBP2,PHC1,0.957
AEBP2,PHC2,0.922
AEBP2,PHC3,0.911
AEBP2,PHF19,0.952
AEBP2,RBBP4,0.999
AEBP2,RBBP7,0.999
AEBP2,RING1,0.952
AEBP2,RNF2,0.951
AEBP2,SUZ12,0.999
AEBP2,UBAP2L,0.907
AFDN,CGN,0.978
AFDN,CTNNA1,0.984
AFDN,CTNND1,0.998
AFDN,F11R,0.997
AFDN,HRAS,0.998
AFDN,KRAS,0.945
AFDN,LMO7,0.983
AFDN,MRAS,0.97
AFDN,NECTIN1,0.999
AFDN,NECTIN3,0.999
AFDN,NECTIN4,0.997
AFDN,NRAS,0.975
AFDN,OCLN,0.973
AFDN,PLEKHA7,0.908
AFDN,RAP1A,0.978
AFDN,RAP1B,0.971
AFDN,RRAS,0.957
AFDN,SIPA1,0.965
AFDN,SORBS1,0.996
AFDN,TJP1,0.999
AFF1,AFF4,0.999
AFF1,CCNT1,0.999
AFF1,CCNT2,0.991
AFF1,CDC73,0.92
AFF1,CDK9,0.999
AFF1,CTR9,0.926
AFF1,DOT1L,0.951
AFF1,EAF1,0.997
AFF1,EAF2,0.919
AFF1,ELL,0.999
AFF1,ELL2,0.999
AFF1,ELL3,0.998
AFF1,ELOA,0.915
AFF1,ELOB,0.9
AFF1,ELOC,0.903
AFF1,ELP4,0.903
AFF1,ERCC6,0.91
AFF1,ICE1,0.913
AFF1,ICE2,0.923
AFF1,KMT2A,0.99
AFF1,LEO1,0.926
AFF1,MLLT1,0.999
AFF1,MLLT10,0.985
AFF1,MLLT3,0.999
AFF1,NELFA,0.905
AFF1,NELFB,0.907
AFF1,NELFCD,0.9
AFF1,NELFE,0.923
AFF1,PAF1,0.905
AFF1,PEX2,0.9
AFF1,SUPT4H1,0.921
AFF1,SUPT5H,0.939
AFF1,ZC3H8,0.907
AFF4,CCNT1,0.999
AFF4,CCNT2,0.999
AFF4,CDC73,0.96
AFF4,CDK9,0.999
AFF4,CTR9,0.952
AFF4,EAF1,0.992
AFF4,EAF2,0.987
AFF4,ELL,0.999
AFF4,ELL2,0.999
AFF4,ELL3,0.998
AFF4,ELOA,0.936
AFF4,ELOB,0.904
AFF4,ELOC,0.905
AFF4,ELP4,0.903
AFF4,ERCC6,0.909
AFF4,ICE1,0.923
AFF4,ICE2,0.934
AFF4,KMT2A,0.924
AFF4,LEO1,0.94
AFF4,MLLT1,0.999
AFF4,MLLT3,0.999
AFF4,NELFA,0.917
AFF4,NELFB,0.919
AFF4,NELFCD,0.9
AFF4,NELFE,0.943
AFF4,PAF1,0.901
AFF4,PEX2,0.9
AFF4,SUPT4H1,0.934
AFF4,SUPT5H,0.958
AFF4,ZC3H8,0.922
AFG3L2,NDUFA13,0.995
AFG3L2,PHB,0.934
AFG3L2,SPG7,0.968
AGAP1,ARF1,0.902
AGK,AGPAT2,0.918
AGK,LIPF,0.906
AGK,PNLIP,0.902
AGK,TIMM10,0.978
AGK,TIMM10B,0.998
AGK,TIMM22,0.995
AGK,TIMM29,0.999
AGK,TIMM9,0.989
AGO2,AGO4,0.988
AGO2,CLP1,0.917
AGO2,DCP2,0.972
AGO2,DDX20,0.999
AGO2,DDX5,0.907
AGO2,DDX6,0.999
AGO2,DGCR8,0.984
AGO2,DHX9,0.999
AGO2,DICER1,0.999
AGO2,DROSHA,0.995
AGO2,EGFR,0.956
AGO2,EIF4E,0.991
AGO2,EIF4E2,0.911
AGO2,ELAVL1,0.997
AGO2,FMR1,0.998
AGO2,FXR1,0.996
AGO2,GEMIN4,0.999
AGO2,HSD17B10,0.902
AGO2,HSP90AA1,0.997
AGO2,HSP90AB1,0.992
AGO2,HTT,0.946
AGO2,IPO8,0.975
AGO2,LIMD1,0.936
AGO2,MOV10,0.997
AGO2,NCBP1,0.95
AGO2,NCBP2,0.922
AGO2,NCBP3,0.915
AGO2,NPM1,0.992
AGO2,PABPC1,0.919
AGO2,POP1,0.903
AGO2,POP4,0.901
AGO2,POP5,0.9
AGO2,POP7,0.9
AGO2,PRORP,0.903
AGO2,RBM8A,0.961
AGO2,RPP14,0.901
AGO2,RPP21,0.9
AGO2,RPP25,0.9
AGO2,RPP30,0.9
AGO2,RPP38,0.903
AGO2,RPP40,0.903
AGO2,SND1,0.943
AGO2,TARBP2,0.999
AGO2,TSN,0.952
AGO2,TSNAX,0.958
AGO2,UPF1,0.949
AGO2,XPO5,0.99
AGO2,YBX1,0.91
AGO2,ZFP36,0.914
AGO4,DGCR8,0.902
AGO4,DICER1,0.99
AGO4,DROSHA,0.952
AGO4,TARBP2,0.948
AGPAT2,BSCL2,0.988
AGPAT2,CDS1,0.963
AGPAT2,GNPAT,0.905
AGPAT2,LPIN1,0.928
AGPAT2,PIGA,0.912
AGPAT2,PLPP3,0.965
AGPS,GNPAT,0.997
AGPS,PEX10,0.927
AGPS,PEX12,0.929
AGPS,PEX14,0.937
AGPS,PEX5,0.966
AGPS,PEX7,0.959
AGT,AGTR1,0.999
AGT,AGTR2,0.999
AGT,ARRB2,0.915
AGT,ATP6AP2,0.984
AGT,BDKRB1,0.973
AGT,BDKRB2,0.989
AGT,CTSG,0.912
AGT,CXCR4,0.936
AGT,EDN1,0.953
AGT,EDNRA,0.988
AGT,EDNRB,0.962
AGT,F2R,0.936
AGT,F2RL3,0.904
AGT,GNAQ,0.962
AGT,LPAR1,0.92
AGT,LPAR2,0.907
AGT,LPAR3,0.91
AGT,LPAR5,0.901
AGT,MAS1,0.969
AGT,NR3C2,0.945
AGT,REN,0.999
AGT,TAC1,0.995
AGTR1,AGTR2,0.982
AGTR1,AGTRAP,0.982
AGTR1,ARRB1,0.948
AGTR1,ARRB2,0.968
AGTR1,BDKRB2,0.975
AGTR1,F2,0.92
AGTR1,GNA11,0.942
AGTR1,GNA12,0.954
AGTR1,GNA13,0.927
AGTR1,GNAQ,0.997
AGTR1,REN,0.969
AGTR1,SERPINE1,0.953
AGTR2,GNAQ,0.921
AGTR2,REN,0.935
AHCTF1,NDC1,0.945
AHCTF1,NUP107,0.999
AHCTF1,NUP133,0.999
AHCTF1,NUP153,0.977
AHCTF1,NUP155,0.987
AHCTF1,NUP160,0.999
AHCTF1,NUP188,0.974
AHCTF1,NUP205,0.983
AHCTF1,NUP210,0.943
AHCTF1,NUP214,0.965
AHCTF1,NUP35,0.991
AHCTF1,NUP37,0.999
AHCTF1,NUP43,0.998
AHCTF1,NUP54,0.961
AHCTF1,NUP58,0.969
AHCTF1,NUP62,0.989
AHCTF1,NUP85,0.995
AHCTF1,NUP88,0.949
AHCTF1,NUP93,0.989
AHCTF1,NUP98,0.998
AHCTF1,POM121,0.903
AHCTF1,RANBP2,0.992
AHCTF1,SEC13,0.999
AHCTF1,SEH1L,0.998
AHCYL1,DNMT1,0.923
AHCYL1,DNMT3A,0.915
AHCYL1,DNMT3B,0.913
AHCYL1,ITPR1,0.965
AHI1,B9D1,0.976
AHI1,B9D2,0.968
AHI1,CC2D2A,0.996
AHI1,CEP290,0.988
AHI1,HAP1,0.926
AHI1,MKS1,0.965
AHI1,NPHP1,0.993
AHI1,RAB8A,0.958
AHI1,RPGRIP1L,0.941
AHI1,TCTN1,0.979
AHI1,TCTN2,0.963
AHI1,TCTN3,0.961
AHI1,TMEM216,0.985
AHI1,TMEM231,0.96
AHI1,TMEM67,0.993
AHNAK,ANXA2,0.999
AHNAK,DYSF,0.982
AHNAK,EZR,0.958
AHNAK,PPL,0.963
AHNAK,PRX,0.941
AHNAK,S100A10,0.999
AHR,AIP,0.999
AHR,ARNT,0.999
AHR,ESR1,0.906
AHR,HSP90AA1,0.992
AHR,HSP90AB1,0.995
AHR,PTGES3,0.908
AHSA1,CDC37,0.968
AHSA1,DNAJA1,0.902
AHSA1,FKBP4,0.973
AHSA1,HSP90AA1,0.999
AHSA1,HSP90AB1,0.999
AHSA1,HSP90B1,0.915
AHSA1,HSPA4,0.971
AHSA1,HSPA8,0.93
AHSA1,PPID,0.95
AHSA1,PTGES3,0.994
AHSA1,STIP1,0.998
AHSG,ALB,0.999
AHSG,AMBP,0.932
AHSG,APOA1,0.944
AHSG,APOB,0.9
AHSG,F2,0.98
AHSG,FGA,0.984
AHSG,FGB,0.909
AHSG,FGG,0.97
AHSG,HRG,0.924
AHSG,PLG,0.902
AHSG,SERPINA1,0.971
AHSG,TLR4,0.988
AIFM1,BAX,0.929
AIFM1,PPIA,0.93
AIM2,CARD8,0.981
AIM2,CASP1,0.999
AIM2,CASP5,0.989
AIM2,DDX58,0.942
AIM2,IFI16,0.929
AIM2,MEFV,0.999
AIM2,NAIP,0.994
AIM2,NLRC4,0.999
AIM2,NLRP1,0.999
AIM2,NLRP12,0.981
AIM2,NLRP2,0.963
AIM2,NLRP3,0.999
AIM2,NLRP6,0.999
AIM2,NLRP7,0.912
AIM2,NLRP9,0.954
AIM2,PYCARD,0.999
AIM2,TP53BP1,0.965
AIMP1,AIMP2,0.999
AIMP1,DARS1,0.994
AIMP1,EEF1E1,0.999
AIMP1,EPRS1,0.999
AIMP1,IARS1,0.996
AIMP1,KARS1,0.997
AIMP1,LARS1,0.997
AIMP1,MARS1,0.999
AIMP1,QARS1,0.999
AIMP1,RARS1,0.999
AIMP2,DARS1,0.999
AIMP2,EEF1E1,0.999
AIMP2,EPRS1,0.999
AIMP2,IARS1,0.994
AIMP2,KARS1,0.999
AIMP2,LARS1,0.995
AIMP2,MARS1,0.999
AIMP2,PRKN,0.957
AIMP2,QARS1,0.999
AIMP2,RARS1,0.998
AIP,AIPL1,0.905
AIP,HSP90AA1,0.998
AIP,HSP90AB1,0.999
AIP,PTGES3,0.959
AIP,SRC,0.929
AIPL1,CRX,0.928
AIPL1,GUCY2D,0.974
AIPL1,NUB1,0.975
AIPL1,RPE65,0.902
AIPL1,RPGRIP1,0.943
AIPL1,SPATA7,0.93
AIPL1,TULP1,0.921
AIRE,H3-3A,0.915
AIRE,H3-3B,0.983
AIRE,H3C1,0.955
AJUBA,LATS1,0.974
AJUBA,LATS2,0.983
AJUBA,LIMD1,0.925
AJUBA,SAV1,0.958
AJUBA,WTIP,0.91
AK2,ENTPD2,0.906
AK2,PKLR,0.931
AK2,PKM,0.944
AKAP1,AKAP12,0.915
AKAP1,AKAP13,0.92
AKAP1,AKAP5,0.931
AKAP1,AKAP6,0.931
AKAP1,AKAP7,0.924
AKAP1,AKAP8,0.903
AKAP1,MYCBP,0.945
AKAP1,PDE4A,0.973
AKAP1,PRKACA,0.999
AKAP1,PRKACB,0.999
AKAP1,PRKAR2A,0.97
AKAP1,PRKAR2B,0.981
AKAP12,CALM3,0.936
AKAP12,PRKACA,0.991
AKAP12,PRKACB,0.989
AKAP13,ARHGEF1,0.926
AKAP13,GNA12,0.973
AKAP13,GNA13,0.933
AKAP13,PRKACA,0.908
AKAP13,RHOA,0.999
AKAP5,CALM2,0.902
AKAP5,CALM3,0.983
AKAP5,DLG1,0.961
AKAP5,DLG4,0.925
AKAP5,IQGAP1,0.946
AKAP5,PPP3CA,0.917
AKAP5,PRKACA,0.998
AKAP5,PRKACB,0.998
AKAP5,PRKAR2A,0.905
AKAP5,PRKAR2B,0.996
AKAP6,FKBP1B,0.929
AKAP6,MAPK7,0.958
AKAP6,PDE4A,0.941
AKAP6,PDE4D,0.944
AKAP6,PRKACA,0.953
AKAP6,PRKACB,0.953
AKAP6,RYR2,0.992
AKAP7,PRKACA,0.965
AKAP7,PRKACB,0.963
AKAP7,PRKAR2A,0.963
AKAP7,PRKAR2B,0.926
AKAP8L,DHX9,0.94
AKAP8L,RNF43,0.951
AKAP9,CDK5RAP2,0.943
AKAP9,GOLGA2,0.968
AKAP9,KCNE1,0.983
AKAP9,KCNE2,0.932
AKAP9,KCNE3,0.909
AKAP9,KCNQ1,0.999
AKAP9,PDE4DIP,0.977
AKAP9,PRKACA,0.993
AKAP9,PRKACB,0.991
AKAP9,PRKAR2B,0.902
AKT1,AKT1S1,0.995
AKT1,AKT2,0.991
AKT1,AKT3,0.958
AKT1,AMOTL1,0.986
AKT1,APPL1,0.993
AKT1,ARRB1,0.99
AKT1,ARRB2,0.997
AKT1,AXIN1,0.912
AKT1,BAD,0.993
AKT1,BCL2,0.993
AKT1,BCL2L1,0.991
AKT1,BECN1,0.918
AKT1,BRCA1,0.993
AKT1,CASP3,0.945
AKT1,CASP9,0.989
AKT1,CAV1,0.937
AKT1,CCND1,0.923
AKT1,CDC37,0.995
AKT1,CDC42,0.999
AKT1,CDH1,0.903
AKT1,CDKN1A,0.995
AKT1,CDKN1B,0.996
AKT1,CHUK,0.996
AKT1,CREB1,0.965
AKT1,CTNNB1,0.979
AKT1,CYBA,0.992
AKT1,CYBB,0.994
AKT1,DOCK1,0.93
AKT1,EGF,0.933
AKT1,EP300,0.954
AKT1,ESR1,0.913
AKT1,FGF2,0.926
AKT1,FKBP4,0.914
AKT1,FKBP5,0.964
AKT1,FOXO1,0.999
AKT1,FOXO3,0.998
AKT1,FOXO4,0.992
AKT1,GAPDH,0.911
AKT1,GRB2,0.907
AKT1,GSK3A,0.993
AKT1,GSK3B,0.996
AKT1,HIF1A,0.932
AKT1,HSP90AA1,0.999
AKT1,HSP90AB1,0.999
AKT1,HSP90B1,0.981
AKT1,HSPA4,0.964
AKT1,HSPA5,0.971
AKT1,HSPB1,0.991
AKT1,HSPB2,0.927
AKT1,HSPB3,0.923
AKT1,IGF1,0.935
AKT1,IKBKB,0.99
AKT1,IKBKG,0.982
AKT1,ILK,0.998
AKT1,INS,0.953
AKT1,IQGAP1,0.975
AKT1,IRS1,0.972
AKT1,ITPR1,0.981
AKT1,ITPR3,0.967
AKT1,JUN,0.991
AKT1,KRAS,0.904
AKT1,MAP2K4,0.965
AKT1,MAP3K5,0.985
AKT1,MAP3K8,0.942
AKT1,MAPK1,0.988
AKT1,MAPK11,0.94
AKT1,MAPK14,0.99
AKT1,MAPK3,0.957
AKT1,MAPKAP1,0.976
AKT1,MAPKAPK2,0.93
AKT1,MDM2,0.999
AKT1,MLST8,0.956
AKT1,MTOR,0.999
AKT1,MYC,0.928
AKT1,NCF1,0.993
AKT1,NCF2,0.994
AKT1,NCF4,0.993
AKT1,NFE2L2,0.923
AKT1,NKX3-1,0.94
AKT1,NOS1,0.953
AKT1,NOS2,0.976
AKT1,NOS3,0.997
AKT1,NOX1,0.949
AKT1,NOXA1,0.922
AKT1,NR4A1,0.956
AKT1,OGT,0.935
AKT1,PAK1,0.994
AKT1,PDE3B,0.943
AKT1,PDPK1,0.999
AKT1,PHLPP1,0.999
AKT1,PHLPP2,0.987
AKT1,PIK3CA,0.998
AKT1,PIK3CB,0.992
AKT1,PIK3CD,0.976
AKT1,PIK3CG,0.994
AKT1,PIK3R1,0.995
AKT1,PIK3R2,0.971
AKT1,PIK3R3,0.962
AKT1,PIK3R5,0.945
AKT1,PIK3R6,0.912
AKT1,PPP2CA,0.98
AKT1,PPP2R1A,0.917
AKT1,PRKCZ,0.974
AKT1,PTEN,0.988
AKT1,RABIF,0.924
AKT1,RAF1,0.992
AKT1,RASA1,0.902
AKT1,RHOA,0.904
AKT1,RICTOR,0.992
AKT1,RPTOR,0.996
AKT1,SMAD2,0.918
AKT1,SMAD3,0.996
AKT1,SMAD4,0.914
AKT1,SRC,0.995
AKT1,STAT1,0.961
AKT1,STAT3,0.966
AKT1,TBC1D7,0.974
AKT1,TCL1A,0.995
AKT1,TERT,0.903
AKT1,TNF,0.907
AKT1,TP53,0.994
AKT1,TRAF6,0.954
AKT1,TRIB3,0.998
AKT1,TSC1,0.985
AKT1,TSC2,0.99
AKT1,VAV1,0.949
AKT1,VAV3,0.91
AKT1,WAS,0.974
AKT1,WASL,0.947
AKT1,XIAP,0.939
AKT1S1,AKT2,0.967
AKT1S1,AKT3,0.963
AKT1S1,ATG101,0.957
AKT1S1,DEPTOR,0.999
AKT1S1,FKBP8,0.991
AKT1S1,IGBP1,0.907
AKT1S1,MAPKAP1,0.998
AKT1S1,MLST8,0.999
AKT1S1,MTOR,0.999
AKT1S1,PPARG,0.918
AKT1S1,PRKACA,0.924
AKT1S1,PRKACB,0.92
AKT1S1,RB1CC1,0.962
AKT1S1,RICTOR,0.993
AKT1S1,RPTOR,0.999
AKT1S1,RRAGA,0.994
AKT1S1,RRAGB,0.96
AKT1S1,RRAGC,0.991
AKT1S1,RRAGD,0.948
AKT1S1,TTI1,0.993
AKT1S1,ULK1,0.951
AKT1S1,ULK2,0.924
AKT2,AKT3,0.965
AKT2,APPL1,0.949
AKT2,BAD,0.919
AKT2,BCL2,0.95
AKT2,BCL2L1,0.939
AKT2,BRCA1,0.938
AKT2,CASP9,0.942
AKT2,CDC37,0.944
AKT2,CDKN1A,0.955
AKT2,CDKN1B,0.956
AKT2,CHUK,0.916
AKT2,FOXO1,0.986
AKT2,FOXO3,0.98
AKT2,FOXO4,0.957
AKT2,GSK3A,0.937
AKT2,GSK3B,0.977
AKT2,HSP90AA1,0.948
AKT2,HSP90AB1,0.946
AKT2,HSP90B1,0.932
AKT2,IKBKB,0.925
AKT2,IKBKG,0.92
AKT2,ILK,0.946
AKT2,JUN,0.967
AKT2,MAP2K4,0.918
AKT2,MAP3K5,0.944
AKT2,MAP3K8,0.913
AKT2,MAPK1,0.929
AKT2,MAPK11,0.927
AKT2,MAPK14,0.932
AKT2,MAPK3,0.962
AKT2,MDM2,0.947
AKT2,MTOR,0.967
AKT2,NKX3-1,0.907
AKT2,NOS1,0.906
AKT2,NOS2,0.942
AKT2,NOS3,0.925
AKT2,NR4A1,0.91
AKT2,OGT,0.939
AKT2,PDE3B,0.918
AKT2,PDPK1,0.962
AKT2,PHLPP1,0.994
AKT2,PHLPP2,0.986
AKT2,PIK3CA,0.984
AKT2,PIK3CB,0.983
AKT2,PIK3CD,0.962
AKT2,PIK3CG,0.974
AKT2,PIK3R1,0.979
AKT2,PIK3R2,0.963
AKT2,PIK3R3,0.953
AKT2,PIK3R5,0.937
AKT2,PIK3R6,0.912
AKT2,PRKCZ,0.929
AKT2,RAF1,0.923
AKT2,RPTOR,0.976
AKT2,TBC1D7,0.923
AKT2,TCL1A,0.969
AKT2,TP53,0.973
AKT2,TRIB3,0.965
AKT2,TSC1,0.95
AKT2,TSC2,0.969
AKT3,BAD,0.92
AKT3,BCL2,0.947
AKT3,BCL2L1,0.931
AKT3,BRCA1,0.934
AKT3,CASP9,0.937
AKT3,CDC37,0.963
AKT3,CDKN1A,0.95
AKT3,CDKN1B,0.96
AKT3,CHUK,0.916
AKT3,FOXO1,0.966
AKT3,FOXO3,0.966
AKT3,FOXO4,0.953
AKT3,GSK3A,0.937
AKT3,GSK3B,0.963
AKT3,HSP90AA1,0.954
AKT3,HSP90AB1,0.956
AKT3,HSP90B1,0.93
AKT3,IKBKB,0.917
AKT3,IKBKG,0.918
AKT3,ILK,0.942
AKT3,JUN,0.941
AKT3,MAP2K4,0.92
AKT3,MAP3K5,0.911
AKT3,MAP3K8,0.917
AKT3,MAPK1,0.927
AKT3,MAPK11,0.925
AKT3,MAPK14,0.925
AKT3,MAPK3,0.928
AKT3,MDM2,0.966
AKT3,MTOR,0.96
AKT3,NKX3-1,0.943
AKT3,NOS1,0.9
AKT3,NOS2,0.904
AKT3,NOS3,0.917
AKT3,NR4A1,0.903
AKT3,OGT,0.91
AKT3,PDE3B,0.92
AKT3,PDPK1,0.939
AKT3,PHLPP1,0.993
AKT3,PHLPP2,0.996
AKT3,PIK3CA,0.984
AKT3,PIK3CB,0.964
AKT3,PIK3CD,0.95
AKT3,PIK3CG,0.973
AKT3,PIK3R1,0.977
AKT3,PIK3R2,0.967
AKT3,PIK3R3,0.973
AKT3,PIK3R5,0.941
AKT3,PIK3R6,0.921
AKT3,PRKCZ,0.959
AKT3,RAF1,0.922
AKT3,RPTOR,0.959
AKT3,TBC1D7,0.934
AKT3,TCL1A,0.936
AKT3,TP53,0.953
AKT3,TRIB3,0.91
AKT3,TSC1,0.952
AKT3,TSC2,0.968
AKTIP,HOOK1,0.994
AKTIP,HOOK2,0.995
AKTIP,HOOK3,0.992
AKTIP,TERF1,0.909
ALAS1,SHMT1,0.929
ALAS1,SHMT2,0.925
ALB,AMBP,0.97
ALB,APOA1,0.998
ALB,APOB,0.951
ALB,APOE,0.953
ALB,APP,0.901
